PRACTICE_CODE_DEM,PRACTICE_NAME,PCN_ODS_CODE,PCN_NAME,SUB_ICB_ODS_CODE,SUB_ICB_ONS_CODE,ASS_Declined_GP_Mem_Ass,ASS_Declined_GP_Mem_Clinic,ASS_Received_GP,ASS_Received_GP_Mem_Ass,ASS_Received_GP_Mem_Clinic,DEMENTIA_REGISTER_0_64,DEMENTIA_REGISTER_65_PLUS,DIAG_Declined_Care_Plan,DIAG_Received_Care_Plan,DIAG_Received_Med_Rev,PAT_LIST_0_64,PAT_LIST_65_PLUS,PRACTICE_CODE_GP,PRACTICE_POSTCODE,PCN_CODE,ICB_CODE,ICB_NAME,SUPPLIER_NAME
H85101,GRAND DRIVE SURGERY,U44050,SOUTH WEST MERTON PCN,36L,E38000245,0.0,0.0,15.0,2.0,0.0,4.0,58.0,0.0,44.0,25.0,7828.0,1327.0,H85101,SW20 9EA,U44050,QWE,NHS South West London Integrated Care Board,EMIS
H85105,CHEAM FAMILY PRACTICE,U92151,CHEAM AND SOUTH SUTTON PCN,36L,E38000245,0.0,0.0,25.0,3.0,0.0,12.0,214.0,0.0,101.0,70.0,11492.0,2396.0,H85105,SM3 8BS,U92151,QWE,NHS South West London Integrated Care Board,EMIS
H85111,BATTERSEA FIELDS PRACTICE,U42154,BATTERSEA PCN,36L,E38000245,0.0,0.0,20.0,5.0,0.0,1.0,89.0,0.0,68.0,63.0,13486.0,1017.0,H85111,SW11 5JP,U42154,QWE,NHS South West London Integrated Care Board,EMIS
H85112,VINEYARD HILL ROAD SURGERY,U52546,NORTH WEST MERTON PCN,36L,E38000245,0.0,0.0,4.0,0.0,2.0,0.0,7.0,1.0,4.0,*,5275.0,613.0,H85112,SW19 7JL,U52546,QWE,NHS South West London Integrated Care Board,EMIS
H85113,MALDON ROAD SURGERY,U66620,WALLINGTON PCN,36L,E38000245,1.0,0.0,75.0,72.0,1.0,0.0,25.0,0.0,20.0,14.0,3977.0,775.0,H85113,SM6 8BL,U66620,QWE,NHS South West London Integrated Care Board,EMIS
H85114,THURLEIGH ROAD PRACTICE,U02454,NIGHTINGALE PCN,36L,E38000245,0.0,0.0,13.0,2.0,1.0,0.0,52.0,2.0,39.0,32.0,11822.0,1451.0,H85114,SW12 8TT,U02454,QWE,NHS South West London Integrated Care Board,EMIS
H85115,SHOTFIELD MEDICAL PRACTICE,U66620,WALLINGTON PCN,36L,E38000245,0.0,0.0,33.0,5.0,5.0,4.0,179.0,0.0,132.0,82.0,9543.0,2688.0,H85115,SM6 0HY,U66620,QWE,NHS South West London Integrated Care Board,EMIS
H85116,MANOR PRACTICE,U66620,WALLINGTON PCN,36L,E38000245,0.0,0.0,5.0,0.0,0.0,3.0,68.0,0.0,16.0,11.0,10422.0,1369.0,H85116,SM6 0DE,U66620,QWE,NHS South West London Integrated Care Board,EMIS
H85618,JAMES O'RIORDAN MEDICAL CENTRE,U92151,CHEAM AND SOUTH SUTTON PCN,36L,E38000245,0.0,0.0,11.0,0.0,2.0,3.0,43.0,0.0,30.0,11.0,7712.0,1484.0,H85618,SM3 9HE,U92151,QWE,NHS South West London Integrated Care Board,EMIS
H85634,MERTON MEDICAL PRACTICE,U77811,NORTH MERTON PCN,36L,E38000245,0.0,0.0,10.0,0.0,0.0,3.0,19.0,0.0,16.0,13.0,7154.0,567.0,H85634,SW19 1DG,U77811,QWE,NHS South West London Integrated Care Board,EMIS
H85637,BALHAM HEALTH CENTRE,U42598,"BALHAM, TOOTING & FURZEDOWN PCN",36L,E38000245,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,*,979.0,243.0,H85637,SW12 9HS,U42598,QWE,NHS South West London Integrated Care Board,EMIS
H85649,COLLIERS WOOD SURGERY,U77811,NORTH MERTON PCN,36L,E38000245,0.0,0.0,19.0,0.0,6.0,2.0,21.0,0.0,21.0,14.0,9531.0,1149.0,H85649,SW19 2BY,U77811,QWE,NHS South West London Integrated Care Board,EMIS
H85653,WALLINGTON FAMILY PRACTICE,U66620,WALLINGTON PCN,36L,E38000245,1.0,0.0,56.0,24.0,2.0,4.0,184.0,0.0,133.0,61.0,15986.0,3443.0,H85653,SM6 0HY,U66620,QWE,NHS South West London Integrated Care Board,EMIS
H85656,ALEXANDRA ROAD SURGERY,U52546,NORTH WEST MERTON PCN,36L,E38000245,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,7.0,*,4733.0,683.0,H85656,SW19 7JZ,U52546,QWE,NHS South West London Integrated Care Board,EMIS
H85659,ST JOHNS HILL SURGERY,U73458,WANDSWORTH PCN,36L,E38000245,0.0,0.0,9.0,0.0,2.0,1.0,60.0,0.0,26.0,17.0,11517.0,588.0,H85659,SW11 1SW,U73458,QWE,NHS South West London Integrated Care Board,EMIS
H85662,BEECHES SURGERY,U66620,WALLINGTON PCN,36L,E38000245,0.0,0.0,3.0,0.0,1.0,0.0,22.0,0.0,15.0,9.0,4406.0,1118.0,H85662,SM5 3RB,U66620,QWE,NHS South West London Integrated Care Board,EMIS
H85664,TOOTING BEC SURGERY,U,Unallocated,36L,E38000245,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,*,1814.0,57.0,H85664,SW17 7BA,U,QWE,NHS South West London Integrated Care Board,EMIS
H85680,TOOTING SOUTH MEDICAL CENTRE,U42598,"BALHAM, TOOTING & FURZEDOWN PCN",36L,E38000245,0.0,0.0,57.0,9.0,0.0,0.0,32.0,0.0,22.0,18.0,9451.0,721.0,H85680,SW17 9HQ,U42598,QWE,NHS South West London Integrated Care Board,EMIS
H85682,TUDOR LODGE HEALTH CENTRE,U97650,PRIME WANDSWORTH PCN,36L,E38000245,0.0,0.0,2.0,0.0,0.0,1.0,26.0,0.0,21.0,15.0,10307.0,828.0,H85682,SW19 6AE,U97650,QWE,NHS South West London Integrated Care Board,EMIS
H85686,GROVE ROAD PRACTICE,U07607,CENTRAL SUTTON PCN,36L,E38000245,0.0,0.0,16.0,3.0,1.0,3.0,75.0,0.0,59.0,39.0,9898.0,1693.0,H85686,SM1 2DB,U07607,QWE,NHS South West London Integrated Care Board,EMIS
H85691,NIGHTINGALE PRACTICE,U02454,NIGHTINGALE PCN,36L,E38000245,0.0,0.0,12.0,0.0,1.0,2.0,46.0,0.0,35.0,34.0,2.0,74.0,H85691,SW12 8NB,U02454,QWE,NHS South West London Integrated Care Board,EMIS
Y00020,THE GRANTHAM PRACTICE,U65434,STOCKWELLBEING PCN,72Q,E38000244,0.0,0.0,7.0,0.0,1.0,1.0,28.0,0.0,22.0,7.0,8092.0,795.0,Y00020,SW9 9BH,U65434,QKK,NHS South East London Integrated Care Board,EMIS
Y01132,CHARTFIELD SURGERY,U97650,PRIME WANDSWORTH PCN,36L,E38000245,0.0,0.0,21.0,4.0,5.0,0.0,57.0,0.0,49.0,42.0,10915.0,1636.0,Y01132,SW15 6HG,U97650,QWE,NHS South West London Integrated Care Board,EMIS
Y01206,GLEBE ROAD SURGERY,U32828,SHEEN & BARNES PCN,36L,E38000245,0.0,0.0,3.0,0.0,1.0,2.0,111.0,0.0,85.0,60.0,7459.0,2169.0,Y01206,SW13 0DR,U32828,QWE,NHS South West London Integrated Care Board,EMIS
Y02423,GRAFTON MEDICAL PARTNERS,U78272,GRAFTON MEDICAL PARTNERS PCN,36L,E38000245,1.0,1.0,63.0,2.0,12.0,7.0,168.0,0.0,125.0,117.0,41479.0,3573.0,Y02423,SW17 0RT,U78272,QWE,NHS South West London Integrated Care Board,EMIS
Y02946,JUNCTION HEALTH CENTRE,U73458,WANDSWORTH PCN,36L,E38000245,0.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,4.0,*,8067.0,193.0,Y02946,SW11 2NU,U73458,QWE,NHS South West London Integrated Care Board,EMIS
Y02974,AT MEDICS,U11690,RIVERVIEW HEALTH PCN,72Q,E38000244,0.0,0.0,9.0,0.0,2.0,2.0,6.0,0.0,5.0,5.0,11894.0,506.0,Y02974,SE28 0NY,U11690,QKK,NHS South East London Integrated Care Board,EMIS
Y03063,HETHERINGTON AT THE PAVILION,U36779,BRIXTON AND CLAPHAM PARK PCN,72Q,E38000244,0.0,0.0,8.0,0.0,2.0,0.0,23.0,0.0,10.0,8.0,7230.0,605.0,Y03063,SW9 8DJ,U36779,QKK,NHS South East London Integrated Care Board,EMIS
Y03755,GREENWICH PENINSULA,U46593,GREENWICH WEST PCN,72Q,E38000244,0.0,0.0,3.0,0.0,1.0,16.0,347.0,1.0,269.0,263.0,12757.0,1233.0,Y03755,SE10 0QN,U46593,QKK,NHS South East London Integrated Care Board,EMIS
Y05317,COUNTRY PARK PRACTICE,U74798,CROYDON GP SUPER NETWORK PCN,36L,E38000245,0.0,0.0,2.0,0.0,2.0,3.0,42.0,1.0,34.0,12.0,6252.0,1011.0,Y05317,SE25 5NT,U74798,QWE,NHS South West London Integrated Care Board,EMIS
Y05318,DENMARK ROAD SURGERY,U74798,CROYDON GP SUPER NETWORK PCN,36L,E38000245,0.0,0.0,10.0,0.0,6.0,0.0,40.0,2.0,27.0,18.0,4745.0,851.0,Y05318,SE25 5NT,U74798,QWE,NHS South West London Integrated Care Board,EMIS
Y06113,QHS GP CARE HOME SERVICE,U06180,NORTH SOUTHWARK PCN,72Q,E38000244,0.0,0.0,11.0,0.0,2.0,8.0,297.0,0.0,252.0,227.0,29.0,426.0,Y06113,SE16 4BL,U06180,QKK,NHS South East London Integrated Care Board,EMIS
Y06345,BROMLEAG CARE PRACTICE,U87524,ORPINGTON PCN,72Q,E38000244,0.0,0.0,20.0,1.0,8.0,10.0,820.0,1.0,648.0,639.0,79.0,1381.0,Y06345,BR3 1DU,U87524,QKK,NHS South East London Integrated Care Board,EMIS
Y06545,SEL SPECIAL ALLOCATION PRACTICE,U58020,SEVENFIELDS PCN,72Q,E38000244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,197.0,11.0,Y06545,SE23 1RJ,U58020,QKK,NHS South East London Integrated Care Board,EMIS
Y07020,ONE CARE LAMBETH,U39721,"HILLS, BROOKS & DALES GROUP PCN",72Q,E38000244,0.0,0.0,3.0,0.0,2.0,2.0,44.0,0.0,19.0,14.0,111.0,136.0,Y07020,SE23 1RJ,U39721,QKK,NHS South East London Integrated Care Board,EMIS
Y08411,ONE CARE LEWISHAM,U53896,NORTH LEWISHAM PCN,72Q,E38000244,0.0,0.0,4.0,0.0,1.0,8.0,138.0,0.0,11.0,10.0,37.0,276.0,Y08411,SE23 1RJ,U53896,QKK,NHS South East London Integrated Care Board,EMIS
